student_id,name,email,phone,department_id,pride,class_number,track,survey_round_id,first_choice_id,second_choice_id,decision_status_id,decision_scale
202500027,최도윤,student00027@hanyang.ac.kr,010-8397-2982,102,I,2,전계열,1,700,801,2,3
202500027,최도윤,student00027@hanyang.ac.kr,010-8397-2982,102,I,2,전계열,2,501,204,3,1
202500028,박민준,student00028@hanyang.ac.kr,010-4770-4608,102,L,1,전계열,1,401,700,4,3
202500028,박민준,student00028@hanyang.ac.kr,010-4770-4608,102,L,1,전계열,2,407,400,2,4
202500028,박민준,student00028@hanyang.ac.kr,010-4770-4608,102,L,1,전계열,3,406,304,3,4
202500029,이서연,student00029@hanyang.ac.kr,010-1514-6413,101,S,4,전계열,1,801,200,2,4
202500029,이서연,student00029@hanyang.ac.kr,010-1514-6413,101,S,4,전계열,2,402,601,2,5
202500029,이서연,student00029@hanyang.ac.kr,010-1514-6413,101,S,4,전계열,3,601,210,3,5
2025123001,강우수,kim.woosoo@hanyang.ac.kr,010-1111-1111,101,O,6,전계열,1,403,205,3,2
2025123001,강우수,kim.woosoo@hanyang.ac.kr,010-1111-1111,101,O,6,전계열,2,301,209,2,4
2025123002,강보통,lee.botong@hanyang.ac.kr,010-2222-2222,100,S,10,전계열,1,204,601,2,4
2025123002,강보통,lee.botong@hanyang.ac.kr,010-2222-2222,100,S,10,전계열,2,602,407,1,1
2025123003,강고민,park.gomin@hanyang.ac.kr,010-3333-3333,100,O,6,전계열,1,501,303,4,1
2025123003,강고민,park.gomin@hanyang.ac.kr,010-3333-3333,100,O,6,전계열,2,801,304,2,4
2025123003,강고민,park.gomin@hanyang.ac.kr,010-3333-3333,100,O,6,전계열,3,700,802,4,5
2025345123,홍길동,hong.gildong@hanyang.ac.kr,010-4444-4444,100,L,3,전계열,1,603,501,2,4
2025345123,홍길동,hong.gildong@hanyang.ac.kr,010-4444-4444,100,L,3,전계열,2,502,305,3,5
